name,mainLink,categories,tags,location_address,contact_phone,description,demoLink,logo,pricingModel,lowestPrice,images,coupon_code,coupon_offer,contact_name,contact_email,video,location_latitude,location_longitude,socialMedia_x,socialMedia_facebook,socialMedia_instagram,socialMedia_linkedin,socialMedia_youtube,socialMedia_github
BEAUTY BOULEVARD,http://www.btblvd.com/,"Facials, Massage Therapists, Spas",N/A,"68-9 Cheongdam-dong, Gangnam-gu, Seoul, Gangnam, Seoul, South Korea",02 518 8066,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/beauty-boulevard.html,,,,,,,,,,,,,,,,,
YE Dental Hospital Bundang,http://www.bundangye.com/html/introduce03_4.asp,Dentists,N/A,"37, Hwangsaeulro 258gil, Bundang-gu, Seongnam-gi, Gyeonggido, Seongnam-si, South Korea",031 708 2828,US trained dentists.,https://koreahealthpages.com/korea/ye-dental-hospital-bundang.html,,,,,,,,,,,,,,,,,
CAMIANE,http://www.camiane.com/,"Facials, Massage Therapists, Spas",N/A,"406 Dosandaero, Gangnam-gu, Seoul, Gangnam, Seoul, South Korea",Visit Website,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/camiane.html,,,,,,,,,,,,,,,,,
Chung-Ang University Medical Center,http://www.caumc.or.kr/eng/,"3rd Tier Hospitals with Professional Clinics, Emergency Rooms",N/A,"102, Heukseok-ro, Dongjak-gu, Seoul",#ERROR!,"One on one personalized care, airport pick up service for international patients. Five Specialized Center: Thyroid center, Spine center, Cardiovascular center, Gastroenterology center, Pediatric Center. 102 Heukseok-ro, Dongjak-gu, Seoul",https://expathealthseoul.com/listing/chung-ang-university-medical-center.html,,,,,,,,,,,,,,,,,
Chung-Ang University Hospital,http://www.caumc.or.kr/eng/index.asp,"General Surgeons, Hospitals",N/A,"102 Heukseok-ro, Dongjak-gu, Seoul, Korea, Chung-Ang University Hospital, Dongjak-gu, Seoul, South Korea",02 6299 3020,Chung-Ang University Hospital has operated the International Healthcare Center to serve the more convenient and effective medical service for foreign patients since 2009.,https://koreahealthpages.com/korea/chung-ang-university-hospital.html,,,,,,,,,,,,,,,,,
Cellpia,http://www.cellpia.net/en/,Stem Cell Therapy,ENGLISH SPEAKING,"413 Eonju-ro, Gangnam-gu, Gangnam, Seoul, South Korea",010 7118 6560,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/cellpia.html,,,,,,,,,,,,,,,,,
Central ENT Clinic,http://www.centent.co.kr/07english/english1_1.php,ENT Specialists,N/A,"8thfl,. 65-9 Chungmuro 2-ga, Jung-gu, Seoul, Jung-gu, Seoul, South Korea",02 2079 0800,"Team of ENT specialists provide treatment for all disorders of the ear, nose and throat.",https://koreahealthpages.com/korea/central-ent-clinic.html,,,,,,,,,,,,,,,,,
Chamsiwon Orthopedic Clinic,http://www.chamsiwon.co.kr/default/,"Spine Surgeons & Spine Hospitals, Sports Medicine",ENGLISH SPEAKING,"278-19 Nonhyeon-dong, Gangnam-gu, Seoul, 2F, Nonhyeon, Gangnam, Seoul",02 517 7795,Just outside of Seonjeongneung Station exit 1.,https://expathealthseoul.com/listing/cahmsiwon-orthopedic-clinic.html,,,,,,,,,,,,,,,,,
Cheil Orthopedic Hospital,http://www.cheilos.com/images/Introduction(English).pdf,"MRI Scans - Magnetic Resonance Imaging, Orthopedic Clinics & Hospitals",N/A,"726, Yeongdong-daero, Gangnam-gu, Seoul, Gangnam, Seoul, South Korea",02 501 6868,"One of the largest private orthopedic hospitals in Seoul. Founded in 1999 to provide high quality care in joint replacements and offer treatment for all range of hip , knee, shoulder and back conditions.",https://koreahealthpages.com/korea/cheil-orthopedic-hospital.html,,,,,,,,,,,,,,,,,
Cheongdam Cell Clinic,http://www.cheongdamcell.com,Anti Aging & Aesthetic Clinics,N/A,"318, Dosan-daero, Gangnam-gu, Seoul, 15F, Nonhyeon, Gangnam, Seoul",02 514 2225,N/A,https://expathealthseoul.com/listing/cheongdam-cell-clinic-6017e5ecad402.html,,,,,,,,,,,,,,,,,
Jeongdaun Surgery Clinic,http://www.chijilkorea.co.kr/,Osmidrosis,N/A,"16 Boramero 5gagil, Dongjak-gu, 5F, Seoul",02 6274 7575,N/A,https://expathealthseoul.com/listing/jeongdaun-surgery-clinic.html,,,,,,,,,,,,,,,,,
Dr. Cho Medical Clinic,http://www.chodoctor.com/eng,"Blood Tests, General Practitioners",N/A,"40-640, Hangangno 3-ga, Seoul, Yongsan-gu, Seoul, South Korea",02 794 5017,Internal medicine doctor.,https://koreahealthpages.com/korea/dr-cho-medical-clinic.html,,,,,,,,,,,,,,,,,
Dr. Cho Medical Clinic,http://www.chodoctor.com/eng/index.php,General Practitioners & Family Doctors,N/A,"40-640 Hangangro 3-ga, Yongsan-gu",02 794 5017,N/A,https://expathealthseoul.com/listing/dr-cho-medical-clinic.html,,,,,,,,,,,,,,,,,
Cheongdam Psychological Counseling Centers,http://www.chungdam-center.com/sub1_2.php,"Psychologists, Counselors & Therapists",N/A,"47-2 Cheongdam-dong, Gangnam-gu, Seoul, 3F, Cheongdam, Gangnam, Seoul",02 543 0551,"Appointments are required to conditions related to insomnia, low energy, lethargy, depression, anxiety and other related conditions.",https://expathealthseoul.com/listing/cheongdam-psychological-counseling-centers.html,,,,,,,,,,,,,,,,,
Chamjoeun ENT Clinic,http://www.cjent.or.kr/,ENT Specialists,ENGLISH SPEAKING,"184 Dogok-ro, Gangnam, Seoul, South Korea",02 572 7533,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/chamjoeun-ent-clinic.html,,,,,,,,,,,,,,,,,
CJN Scalp & Hair Care Center,http://www.cjndoopi.com/,Scalp Care,N/A,"Hallim Building, 956-6, Daechi-dong, Gangnam-gu, Seoul, 4th floor, Gangnam, Seoul, South Korea",Visit Website,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/cjn-scalp-hair-care-center.html,,,,,,,,,,,,,,,,,
Clean Tattoo Clinic,http://www.cleantattoo.co.kr/indexeng.php,"Laser Tattoo Removal, Plastic Surgery Clinics Korea",N/A,"111, Bongeunsa-ro, Gangnam-gu, Seoul, Gangnam, Seoul, South Korea",02 1644 0755,Tattoo removal clinic in Seoul.,https://koreahealthpages.com/korea/clean-tattoo-clinic-5ec33d766a8b0.html,,,,,,,,,,,,,,,,,
CLEANU Axillary Osmidrosis Clinic,http://www.cleanuclinic.co.kr/2016/sub/en.html,Osmidrosis,N/A,"162 Apgujeongro, Gangnam-gu, 5F, Sinsa, Gangnam, Seoul",02 542 0090,N/A,https://expathealthseoul.com/listing/cleanu-axillary-osmidrosis-clinic.html,,,,,,,,,,,,,,,,,
Clear Dental Clinic,http://www.cleardentalclinic.com/,"Dental Clinics, Endodontists",N/A,"406 Gangnamdaero, Gangnam-gu, 8th floor, Yeoksam, Gangnam, Seoul",1661 7502,"We provide preventative and general dentistry that includes cleanings, dental bridges, crowns, dentures, dental implants, gum disease treatment, root canal treatment, wisdom teeth removal, veneers, teeth whitening, and more.",https://expathealthseoul.com/listing/clear-dental-clinic.html,,,,,,,,,,,,,,,,,
Clinic Gyul,http://www.clinicgyul.com/index.php,"Brow Bars, Eyebrow Microblading, Semi Permanent Makeup",N/A,"468, Gangnam-daero, Gangnam-gu, Seoul, 8F, Yeoksam, Gangnam, Seoul",1800 1116,N/A,https://expathealthseoul.com/listing/clinic-gyul.html,,,,,,,,,,,,,,,,,
YU Breast Clinic,http://www.clinicyu.co.kr/,Breast Imaging & Mammogram,N/A,"49, Apgujeongro 28-gil, 6th floor, Sinsa, Gangnam, Seoul",02-545-7887,Dedicated to breast health with specialized care adapted to the needs of patients.,https://expathealthseoul.com/listing/yu-breast-clinic.html,,,,,,,,,,,,,,,,,
CM Hospital,http://www.cmhospital.co.kr/en/index.php,"Joint Specialists, Orthopedic Clinics & Hospitals",N/A,"13, Yeongdeungpo-ro 36-gil, Yeongdeungpo-gu, Seoul, Yeongdeungpo-gu, Seoul, South Korea",070 4698 7877,"CM Hospital offers cutting-edge sports medicine treatments for joint problems. Clinic for hand, wrist, elbow, shoulder, feet and reconstructive Surgery.",https://koreahealthpages.com/korea/cm-hospital.html,,,,,,,,,,,,,,,,,
Yonsei COEN,http://www.coenclinic.com/eng.html,ENT Specialists,N/A,"Chamglim building, 816-3 Yeoksam-dong, Gangnam-gu, Seoul, 3rd floor, Gangnam, Seoul, South Korea",02 2051 2228,"Yonsei COEN specializes in Ear, Nose, and Throat care.",https://koreahealthpages.com/korea/yonsei-coen.html,,,,,,,,,,,,,,,,,
Cream Dental Clinic,http://www.creamdental.com/landing_english.php,Dentists,N/A,"GT TOWER. B1, 411, Seocho-daero, Seocho-gu, Seoul, Republic of Korea, Seocho-gu, Seoul, South Korea",02 563 0028,"A full range of dentistry services for adults and kids. Cream dental clinic offers invisalign, cosmetic dentistry, family dentistry, and more.",https://koreahealthpages.com/korea/cream-dental-clinic.html,,,,,,,,,,,,,,,,,
Dalia Spa,http://www.daliaspa.com/new/,"Facials, Spas",N/A,"569-30 Sinsa-dong, Gangnam, Seoul, South Korea",02 8443 8333,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/dalia-spa.html,,,,,,,,,,,,,,,,,
365 Dawoom Clinic,http://www.dawoomclinic.co.kr/,"365 Day Open Clinics, Internal Medicine, Pediatricians",N/A,"17 Wangsipri gwangjangro, Seongdong-gu, 4F",02 2297 1755,Open 365 days. 4th Floor Wangsipri Emart.,https://expathealthseoul.com/listing/365-dawoom-clinic.html,,,,,,,,,,,,,,,,,
Dental Barun,http://www.dentalbarun.com/,Dentists,ENGLISH SPEAKING,"97 Dongseomun-ro, Seongbuk-gu, Seongbuk-gu, Seoul, South Korea",02 921 2999,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/dental-barun.html,,,,,,,,,,,,,,,,,
Oregon Dental Clinic,http://www.dentaloregon.com/e/menu1/menu1_1.html,Orthodontists,N/A,"467-6 Dogok-dong, 22F, Dogok, Gangnam, Seoul",02 2187 7028,"Oregon Dental Clinic provides services that include traditional metal braces, clear ceramic braces, clear aligners, lingual braces, orthodontic treatment for all ages and orthodontic retention. Dr. Kim is trained in the US and holds US license.",https://expathealthseoul.com/listing/oregon-dental-clinic.html,,,,,,,,,,,,,,,,,
Dermaju Dermatology Clinic,http://www.dermaju.com/,"Anti Aging & Aesthetic Clinics, Botox, Dermal Fillers, Dermatologists",ENGLISH SPEAKING,"607 Yeongdongdaero, Gangnam-gu, 7F, Samseong, Gangnam, Seoul",02 549 9277,"Cosmetic dermatology, skin surgery and advanced anti-aging medicine.",https://expathealthseoul.com/listing/dermaju-dermatology-clinic.html,,,,,,,,,,,,,,,,,
Bundang Jesaeng General Hospital - Psychiatry,http://www.dmc.or.kr/global/contents.do?menuNo=61010095&lang=en,Psychiatrists,N/A,"255-2 Seohyeon-dong, Bundang-gu, Seongnam-si, Gyeonggido, Seongnam-si, South Korea",031 779 5015,English-speaking psychiatrist: Dr. Jeong Hoon Kim.,https://koreahealthpages.com/korea/bundang-jesaeng-general-hospital--psychiatry-bundang.html,,,,,,,,,,,,,,,,,
Bundang Jesaeng Hospital,http://www.dmc.or.kr/global/contents.do?menuNo=61010107&lang=en,"2nd Tier General Hospitals, Emergency Rooms",N/A,"20 Seohyeon-ro 180gil, Bundang-gu, Seongnam-si, Gy",031 779 5062,"20 Seohyeon-ro 180gil, Bundang-gu, Seongnam-si, Gyeonggi-do",https://expathealthseoul.com/listing/bundang-jesaeng-hospital.html,,,,,,,,,,,,,,,,,
Bundang Jesaeng General Hospital,http://www.dmc.or.kr/global/index.do?lang=en,Hospitals,N/A,"255-2 Seohyeon-dong, Bundang-gu, Seongnam-si, Seongnam-si, South Korea",031 779 5062,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/bundang-jesaeng-general-hospital.html,,,,,,,,,,,,,,,,,
Docfinder Korea,http://www.docfinderkorea.com/,Medical Tourism Agencies,N/A,N/A,010 5811 8806,N/A,https://expathealthseoul.com/listing/docfinder-korea.html,,,,,,,,,,,,,,,,,
Dragon Hill Spa,http://www.dragonhillspa.com/en/,Spas,N/A,"40-712, Hangangno 3-ga, Yongsan-gu, Yongsan-gu, Seoul, South Korea",010 4223 0001,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/dragon-hill-spa.html,,,,,,,,,,,,,,,,,
Dr. Ahn Hair Transplant,http://www.drahn.co.kr/eng/index.php,Hair Transplant & Restoration,N/A,"647 Eonju-ro, Nonhyeon, Gangnam, Seoul",02 515 5858,Dr. Ahn Hair Transplant is one of Seoul’s best hair transplant clinics. We have diagnosed and treated thousands of patients in the metropolitan Seoul area.,https://expathealthseoul.com/listing/dr-ahn-hair-transplant.html,,,,,,,,,,,,,,,,,
Drama Therapy,http://www.dramatherapy.co.kr/kb7/inc.php?inc=inter,"Psychologists, Counselors & Therapists",ENGLISH SPEAKING,"1447 Nambu Circulation-ro, Gwanak-gu, Seoul, 4F, Seoul",02.851.7577,N/A,https://expathealthseoul.com/listing/drama-therapy.html,,,,,,,,,,,,,,,,,
Dream Laser Dermatology,http://www.dreamskin.co.kr/engIndex.html,"Anti Aging & Aesthetic Clinics, Keloid Removal Treatment, Medi Spa & Laser Skin Clinics, Microdermabrasion, Mole Removal",N/A,"B-dong, 152 Apgujeong-ro, Gangnam-gu, Seoul, 3th floor, Sinsa, Gangnam, Seoul",02 546 1613,Skin treatment and cosmetic dermatology. Dream Dermatology & Laser Center is a leading center for laser and cosmetic treatment.,https://expathealthseoul.com/listing/dream-laser-dermatology.html,,,,,,,,,,,,,,,,,
Daelim Saint Mary's Hospital,http://www.drh.co.kr/foreigner/index-en.html,"2nd Tier General Hospitals, Breast Imaging & Mammogram, PCOS Specialists",N/A,"657 Siheung-daero, Daerim-dong, Yeongdeungpo-gu, S, Yeongdeungpo, Seoul",02 829 9000 / 010 4950 9355(breast),Specialized in Breast cancer and thyroid treatment.,https://expathealthseoul.com/listing/daelim-saint-marys-hospital.html,,,,,,,,,,,,,,,,,
Dr. Han’s Breast Clinic,http://www.drhanbreast.com/eng/,"Breast Cancer Screen & Mammogram, Diagnostic Imaging & Radiologists",N/A,"841 Nonhyeon-ro, Gangnam, Seoul, South Korea",02 545 5584,She is a board certified radiologist specializing in breast and thyroid screening.,https://koreahealthpages.com/korea/dr-hans-breast-clinic.html,,,,,,,,,,,,,,,,,
Dr. Homes Dermatology Beauty Clinic,http://www.drhomes.co.kr/bbs/board.php?bo_table=E01_11,"Anti-aging Clinics, Medical Spa & Skin Clinics",N/A,"536-8 Sinsa-dong, Gangnam-gu, Seoul, Gangnam, Seoul, South Korea",1661 1007,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/dr-homes-dermatology-beauty-clinic.html,,,,,,,,,,,,,,,,,
Dr. Morak,http://www.drmorak.com/,Scalp Care,N/A,"321, Gangnam-daero, Seocho-gu, Seoul, 321 Seocho Daewoo Dioville Prime, Room 202, Seocho-gu, Seoul, South Korea",02-587-7637,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/dr-morak.html,,,,,,,,,,,,,,,,,
Vision ENT Clinic,http://www.drnose.co.kr/,ENT Specialists,N/A,"1488 Gayang 3-dong, Gangseo-gu, Seoul, Gangseo, Seoul, South Korea",02 3664 8001,"Vision ENT Clinic is Seoul's premiere ear, nose and throat specialist clinic. Dr.Moon offers ear, nose and throat consultation and surgery for children and adults.",https://koreahealthpages.com/korea/vision-ent-clinic.html,,,,,,,,,,,,,,,,,
Dr.Scalp,http://www.drscalp.com/en/index.htm,Scalp Care,N/A,"335 Hakdong-ro, Gangnam-gu, Seoul, other tower, B1 floor, Gangnam, Seoul, South Korea",02-3443-8582,"Cost of Love Band Surgery in Korea: Price Guide & Best Clinics in Seoul How Much Does Love Band Surgery Cost in Korea? Korea is a top destination for cosmetic enhancements, including Love Band surgery (also known as aegyo-sal surgery). This procedure creates a youthful and charming eye appearance by adding v...",https://koreahealthpages.com/korea/drscalp.html,,,,,,,,,,,,,,,,,
Dr. Jooyoun Song Psychiatry,http://www.drsongnp.co.kr/main/main.php,Psychiatrists,N/A,"203, Mokdong-ro, Yangcheon-gu, , Yangcheon-gu, Seoul, South Korea",02 2605 1005,"Dr. Song is an English-speaking psychiatrist in Mokdong. Psychotherapy and psychoanalysis for adult, child and adolescent.",https://koreahealthpages.com/korea/dr-jooyoun-song-psychiatry.html,,,,,,,,,,,,,,,,,
Songpa GOEUNBIT OB/GYN Women's Clinic - English-speaking Doctors & Staff,http://www.englishobgynseoul.com/,Gynecologists & Obstetricians,"Badge, ENGLISH SPEAKING, KAKAO BOOKING, WALK-IN CLINIC","95 Ogeum-ro, Songpa-gu, Songpa-gu, Seoul, South Korea",010 9608 3985(English-speaking),"GOEUNBIT Women's Clinic provides a full spectrum of health care for women, offering complete obstetrical and gynecologic care. Specializes in high-risk pregnancy & women's health.",https://koreahealthpages.com/korea/goeunvit-womens-clinic.html,,,,,,,,,,,,,,,,,
